country_name,city_name,aqi_value,aqi_category,co_aqi_value,co_aqi_category,ozone_aqi_value,ozone_aqi_category,no2_aqi_value,no2_aqi_category,pm2.5_aqi_value,pm2.5_aqi_category,city_ascii,country,lat,lng
Côte d'Ivoire,Agboville,114.0,Unhealthy for Sensitive Groups,3.0,Good,11.0,Good,3.0,Good,114.0,Unhealthy for Sensitive Groups,Agboville,Côte d’Ivoire,5.9333,-4.2167
Azerbaijan,Agdam,82.0,Moderate,1.0,Good,26.0,Good,0.0,Good,82.0,Moderate,Agdam,Azerbaijan,39.9833,46.9167
Azerbaijan,Agdam,82.0,Moderate,1.0,Good,26.0,Good,0.0,Good,82.0,Moderate,Agdam,Azerbaijan,40.9053,45.5564
Azerbaijan,Agdas,60.0,Moderate,1.0,Good,43.0,Good,0.0,Good,60.0,Moderate,Agdas,Azerbaijan,40.65,47.4761
France,Agde,47.0,Good,1.0,Good,47.0,Good,0.0,Good,31.0,Good,Agde,France,43.3108,3.4758
France,Agen,46.0,Good,1.0,Good,37.0,Good,1.0,Good,46.0,Good,Agen,France,44.2049,0.6212
Japan,Ageo,89.0,Moderate,2.0,Good,19.0,Good,23.0,Good,89.0,Moderate,,,,
Iran (Islamic Republic of),Agha Jari,109.0,Unhealthy for Sensitive Groups,1.0,Good,105.0,Unhealthy for Sensitive Groups,0.0,Good,109.0,Unhealthy for Sensitive Groups,,,,
Russian Federation,Agidel,41.0,Good,1.0,Good,41.0,Good,0.0,Good,18.0,Good,Agidel,Russia,55.9,53.9333
Russian Federation,Aginskoye,111.0,Unhealthy for Sensitive Groups,5.0,Good,40.0,Good,0.0,Good,111.0,Unhealthy for Sensitive Groups,Aginskoye,Russia,51.1031,114.5228
Italy,Agliana,80.0,Moderate,1.0,Good,39.0,Good,4.0,Good,80.0,Moderate,Agliana,Italy,43.9,11.0
Côte d'Ivoire,Agnibilekrou,52.0,Moderate,1.0,Good,17.0,Good,0.0,Good,52.0,Moderate,,,,
Romania,Agnita,63.0,Moderate,1.0,Good,40.0,Good,1.0,Good,63.0,Moderate,,,,
Ghana,Agogo,39.0,Good,1.0,Good,24.0,Good,0.0,Good,39.0,Good,Agogo,Ghana,6.8,-1.0833
Philippines,Agoo,54.0,Moderate,0.0,Good,24.0,Good,1.0,Good,54.0,Moderate,Agoo,Philippines,16.322,120.3647
United States of America,Agoura Hills,51.0,Moderate,1.0,Good,23.0,Good,11.0,Good,51.0,Moderate,Agoura Hills,United States,34.151,-118.7609
India,Agra,183.0,Unhealthy,6.0,Good,40.0,Good,13.0,Good,183.0,Unhealthy,Agra,India,27.18,78.02
Italy,Agrate Brianza,89.0,Moderate,1.0,Good,64.0,Moderate,0.0,Good,89.0,Moderate,Agrate Brianza,Italy,45.5833,9.35
Brazil,Agrestina,22.0,Good,0.0,Good,17.0,Good,1.0,Good,22.0,Good,Agrestina,Brazil,-8.45,-35.95
Italy,Agrigento,51.0,Moderate,1.0,Good,51.0,Moderate,0.0,Good,49.0,Good,Agrigento,Italy,37.3167,13.5833
Greece,Agrinion,114.0,Unhealthy for Sensitive Groups,1.0,Good,43.0,Good,0.0,Good,114.0,Unhealthy for Sensitive Groups,,,,
Italy,Agropoli,48.0,Good,1.0,Good,48.0,Good,0.0,Good,48.0,Good,Agropoli,Italy,40.35,14.9833
Azerbaijan,Agstafa,35.0,Good,1.0,Good,35.0,Good,0.0,Good,18.0,Good,Agstafa,Azerbaijan,41.1189,45.4539
Azerbaijan,Agsu,51.0,Moderate,1.0,Good,35.0,Good,0.0,Good,51.0,Moderate,Agsu,Azerbaijan,40.5692,48.4008
Brazil,Agua Branca,19.0,Good,0.0,Good,14.0,Good,0.0,Good,19.0,Good,Agua Branca,Brazil,-9.2608,-37.9361
Brazil,Agua Branca,19.0,Good,0.0,Good,14.0,Good,0.0,Good,19.0,Good,Agua Branca,Brazil,-5.89,-42.6378
Brazil,Agua Branca,19.0,Good,0.0,Good,14.0,Good,0.0,Good,19.0,Good,Agua Branca,Brazil,-7.5119,-37.6408
Colombia,Agua De Dios,87.0,Moderate,3.0,Good,6.0,Good,6.0,Good,87.0,Moderate,Agua de Dios,Colombia,4.3781,-74.6739
Mexico,Agua Dulce,67.0,Moderate,2.0,Good,20.0,Good,1.0,Good,67.0,Moderate,,,,
Brazil,Agua Preta,35.0,Good,0.0,Good,18.0,Good,2.0,Good,35.0,Good,Agua Preta,Brazil,-8.7069,-35.5308
Mexico,Agua Prieta,70.0,Moderate,2.0,Good,15.0,Good,7.0,Good,70.0,Moderate,Agua Prieta,Mexico,31.3258,-109.5489
Colombia,Aguachica,99.0,Moderate,4.0,Good,7.0,Good,3.0,Good,99.0,Moderate,Aguachica,Colombia,8.3167,-73.6333
Cuba,Aguada De Pasajeros,35.0,Good,1.0,Good,35.0,Good,0.0,Good,29.0,Good,Aguada de Pasajeros,Cuba,22.3847,-80.8461
Colombia,Aguadas,82.0,Moderate,3.0,Good,1.0,Good,6.0,Good,82.0,Moderate,Aguadas,Colombia,5.6167,-75.4667
United States of America,Aguadilla,134.0,Unhealthy for Sensitive Groups,1.0,Good,24.0,Good,0.0,Good,134.0,Unhealthy for Sensitive Groups,Aguadilla,Puerto Rico,18.4382,-67.1537
Panama,Aguadulce,64.0,Moderate,2.0,Good,15.0,Good,6.0,Good,64.0,Moderate,Aguadulce,Spain,36.7642,-2.6147
Panama,Aguadulce,64.0,Moderate,2.0,Good,15.0,Good,6.0,Good,64.0,Moderate,Aguadulce,Panama,8.24,-80.54
Brazil,Aguai,68.0,Moderate,2.0,Good,4.0,Good,6.0,Good,68.0,Moderate,Aguai,Brazil,-22.0603,-46.9736
Brazil,Aguas Belas,21.0,Good,0.0,Good,12.0,Good,1.0,Good,21.0,Good,Aguas Belas,Brazil,-9.1167,-37.1167
Brazil,Aguas De Lindoia,48.0,Good,1.0,Good,7.0,Good,3.0,Good,48.0,Good,Aguas de Lindoia,Brazil,-22.4767,-46.6333
Brazil,Aguas Formosas,26.0,Good,1.0,Good,4.0,Good,1.0,Good,26.0,Good,Aguas Formosas,Brazil,-17.0819,-40.9358
Portugal,Aguas Santas,29.0,Good,1.0,Good,29.0,Good,3.0,Good,20.0,Good,Aguas Santas,Portugal,41.209,-8.589
Brazil,Aguas Vermelhas,19.0,Good,0.0,Good,7.0,Good,1.0,Good,19.0,Good,Aguas Vermelhas,Brazil,-15.75,-41.4667
Mexico,Aguascalientes,55.0,Moderate,1.0,Good,21.0,Good,2.0,Good,55.0,Moderate,Aguascalientes,Mexico,21.876,-102.296
Colombia,Aguazul,44.0,Good,1.0,Good,2.0,Good,2.0,Good,44.0,Good,Aguazul,Colombia,5.1731,-72.5547
Brazil,Agudos,43.0,Good,1.0,Good,11.0,Good,2.0,Good,43.0,Good,Agudos,Brazil,-22.4739,-48.9836
Portugal,Agueda,42.0,Good,0.0,Good,42.0,Good,0.0,Good,18.0,Good,Agueda,Portugal,40.5744,-8.4481
Niger,Aguie,69.0,Moderate,2.0,Good,25.0,Good,2.0,Good,69.0,Moderate,,,,
Spain,Aguilar De La Frontera,43.0,Good,1.0,Good,7.0,Good,6.0,Good,43.0,Good,,,,
El Salvador,Aguilares,146.0,Unhealthy for Sensitive Groups,5.0,Good,0.0,Good,13.0,Good,146.0,Unhealthy for Sensitive Groups,Aguilares,Argentina,-27.4333,-65.6167
El Salvador,Aguilares,146.0,Unhealthy for Sensitive Groups,5.0,Good,0.0,Good,13.0,Good,146.0,Unhealthy for Sensitive Groups,Aguilares,El Salvador,13.95,-89.1833
Spain,Aguilas,46.0,Good,1.0,Good,46.0,Good,0.0,Good,46.0,Good,Aguilas,Spain,37.4042,-1.5819
Spain,Aguimes,37.0,Good,1.0,Good,37.0,Good,0.0,Good,17.0,Good,,,,
Philippines,Aguisan,50.0,Good,1.0,Good,17.0,Good,0.0,Good,50.0,Good,,,,
Nigeria,Agulu,152.0,Unhealthy,7.0,Good,16.0,Good,7.0,Good,152.0,Unhealthy,,,,
Colombia,Agustin Codazzi,57.0,Moderate,2.0,Good,6.0,Good,3.0,Good,57.0,Moderate,Agustin Codazzi,Colombia,10.0367,-73.2369
Iran (Islamic Republic of),Ahar,50.0,Good,1.0,Good,39.0,Good,0.0,Good,50.0,Good,Ahar,Iran,38.4797,47.0669
Germany,Ahaus,54.0,Moderate,1.0,Good,16.0,Good,9.0,Good,54.0,Moderate,Ahaus,Germany,52.0667,7.0
Turkey,Ahlat,48.0,Good,1.0,Good,39.0,Good,0.0,Good,48.0,Good,Ahlat,Turkey,38.7528,42.4944
Germany,Ahlen,28.0,Good,0.0,Good,28.0,Good,1.0,Good,26.0,Good,Ahlen,Germany,51.7633,7.8911
India,Ahmadabad,158.0,Unhealthy,1.0,Good,40.0,Good,0.0,Good,158.0,Unhealthy,Ahmadabad,India,25.3019,87.7938
India,Ahmadnagar,155.0,Unhealthy,2.0,Good,33.0,Good,6.0,Good,155.0,Unhealthy,Ahmadnagar,India,19.08,74.73
India,Ahmadpur,172.0,Unhealthy,2.0,Good,39.0,Good,2.0,Good,172.0,Unhealthy,Ahmadpur,India,18.7,76.9333
India,Ahmadpur,172.0,Unhealthy,2.0,Good,39.0,Good,2.0,Good,172.0,Unhealthy,Ahmadpur,India,23.8365,87.6912
Pakistan,Ahmadpur East,196.0,Unhealthy,2.0,Good,117.0,Unhealthy for Sensitive Groups,0.0,Good,196.0,Unhealthy,Ahmadpur East,Pakistan,29.1439,71.2592
Pakistan,Ahmadpur Sial,263.0,Very Unhealthy,1.0,Good,58.0,Moderate,1.0,Good,263.0,Very Unhealthy,,,,
Mexico,Ahome,57.0,Moderate,2.0,Good,19.0,Good,2.0,Good,57.0,Moderate,,,,
India,Ahraura,177.0,Unhealthy,4.0,Good,61.0,Moderate,8.0,Good,177.0,Unhealthy,,,,
Germany,Ahrensburg,44.0,Good,1.0,Good,44.0,Good,0.0,Good,22.0,Good,Ahrensburg,Germany,53.6747,10.2411
El Salvador,Ahuachapan,62.0,Moderate,1.0,Good,24.0,Good,1.0,Good,62.0,Moderate,Ahuachapan,El Salvador,13.9167,-89.85
Mexico,Ahualulco,66.0,Moderate,2.0,Good,1.0,Good,6.0,Good,66.0,Moderate,,,,
Iran (Islamic Republic of),Ahvaz,147.0,Unhealthy for Sensitive Groups,2.0,Good,107.0,Unhealthy for Sensitive Groups,1.0,Good,147.0,Unhealthy for Sensitive Groups,Ahvaz,Iran,31.3047,48.6783
India,Ahwa,146.0,Unhealthy for Sensitive Groups,0.0,Good,24.0,Good,0.0,Good,146.0,Unhealthy for Sensitive Groups,Ahwa,India,20.75,73.6833
Germany,Aichach,30.0,Good,0.0,Good,30.0,Good,1.0,Good,29.0,Good,Aichach,Germany,48.45,11.1333
Greece,Aigaleo,40.0,Good,1.0,Good,40.0,Good,3.0,Good,36.0,Good,Aigaleo,Greece,37.992,23.678
United States of America,Aiken,72.0,Moderate,1.0,Good,20.0,Good,4.0,Good,72.0,Moderate,Aiken,United States,33.5303,-81.7271
Brazil,Aimores,49.0,Good,1.0,Good,2.0,Good,3.0,Good,49.0,Good,Aimores,Brazil,-19.4958,-41.0639
Japan,Aioi,45.0,Good,1.0,Good,45.0,Good,1.0,Good,30.0,Good,Aioi,Japan,34.8,134.4667
United Kingdom of Great Britain and Northern Ireland,Airdrie,34.0,Good,1.0,Good,21.0,Good,5.0,Good,34.0,Good,Airdrie,United Kingdom,55.86,-3.98
United Kingdom of Great Britain and Northern Ireland,Airdrie,34.0,Good,1.0,Good,21.0,Good,5.0,Good,34.0,Good,Airdrie,Canada,51.2917,-114.0144
Romania,Aiud,58.0,Moderate,1.0,Good,34.0,Good,1.0,Good,58.0,Moderate,Aiud,Romania,46.3122,23.7292
France,Aix En Provence,55.0,Moderate,1.0,Good,26.0,Good,3.0,Good,55.0,Moderate,,,,
France,Aix Les Bains,48.0,Good,1.0,Good,24.0,Good,2.0,Good,48.0,Good,,,,
Greece,Aiyion,78.0,Moderate,1.0,Good,40.0,Good,0.0,Good,78.0,Moderate,,,,
India,Aizawl,32.0,Good,1.0,Good,32.0,Good,0.0,Good,13.0,Good,Aizawl,India,23.7272,92.7178
Egypt,Aja,70.0,Moderate,1.0,Good,53.0,Moderate,3.0,Good,70.0,Moderate,Aja,Egypt,30.9414,31.2942
France,Ajaccio,44.0,Good,1.0,Good,44.0,Good,2.0,Good,30.0,Good,Ajaccio,France,41.9267,8.7369
India,Ajaigarh,165.0,Unhealthy,1.0,Good,45.0,Good,0.0,Good,165.0,Unhealthy,Ajaigarh,India,24.8988,80.2592
Mexico,Ajalpan,78.0,Moderate,2.0,Good,15.0,Good,6.0,Good,78.0,Moderate,,,,
Libya,Ajdabiya,183.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,183.0,Unhealthy,Ajdabiya,Libya,30.7556,20.2253
Mexico,Ajijic,48.0,Good,1.0,Good,11.0,Good,3.0,Good,48.0,Good,Ajijic,Mexico,20.3,-103.2833
India,Ajjampur,39.0,Good,0.0,Good,22.0,Good,0.0,Good,39.0,Good,Ajjampur,India,13.7279,76.0068
Hungary,Ajka,60.0,Moderate,1.0,Good,60.0,Moderate,0.0,Good,57.0,Moderate,Ajka,Hungary,47.1006,17.5522
India,Ajmer,176.0,Unhealthy,1.0,Good,36.0,Good,0.0,Good,176.0,Unhealthy,Ajmer,India,26.4499,74.6399
India,Ajnala,157.0,Unhealthy,3.0,Good,157.0,Unhealthy,1.0,Good,148.0,Unhealthy for Sensitive Groups,Ajnala,India,31.84,74.76
Mexico,Ajoloapan,117.0,Unhealthy for Sensitive Groups,1.0,Good,17.0,Good,4.0,Good,117.0,Unhealthy for Sensitive Groups,,,,
India,Ajra,70.0,Moderate,0.0,Good,22.0,Good,0.0,Good,70.0,Moderate,,,,
Bulgaria,Ajtos,45.0,Good,1.0,Good,45.0,Good,0.0,Good,39.0,Good,,,,
Russian Federation,Ak Dovurak,39.0,Good,1.0,Good,39.0,Good,0.0,Good,30.0,Good,,,,
Japan,Akabira,52.0,Moderate,1.0,Good,28.0,Good,4.0,Good,52.0,Moderate,Akabira,Japan,43.55,142.05
India,Akalkot,86.0,Moderate,0.0,Good,26.0,Good,0.0,Good,86.0,Moderate,,,,
India,Akaltara,181.0,Unhealthy,1.0,Good,74.0,Moderate,1.0,Good,181.0,Unhealthy,,,,
Japan,Akashi,40.0,Good,1.0,Good,40.0,Good,2.0,Good,29.0,Good,,,,
India,Akbarpur,224.0,Very Unhealthy,2.0,Good,85.0,Moderate,1.0,Good,224.0,Very Unhealthy,Akbarpur,India,24.6351,83.9642
India,Akbarpur,224.0,Very Unhealthy,2.0,Good,85.0,Moderate,1.0,Good,224.0,Very Unhealthy,Akbarpur,India,26.4333,82.5403
Turkey,Akcaabat,34.0,Good,1.0,Good,34.0,Good,0.0,Good,31.0,Good,Akcaabat,Turkey,41.0167,39.55
Turkey,Akcakoca,50.0,Good,1.0,Good,32.0,Good,0.0,Good,50.0,Good,Akcakoca,Turkey,41.0878,31.1244
Turkey,Akdagmadeni,35.0,Good,1.0,Good,35.0,Good,0.0,Good,25.0,Good,Akdagmadeni,Turkey,39.6658,35.8836
Turkmenistan,Akdepe,57.0,Moderate,1.0,Good,43.0,Good,0.0,Good,57.0,Moderate,Akdepe,Turkmenistan,42.05,59.4
Sweden,Akersberga,29.0,Good,1.0,Good,29.0,Good,0.0,Good,9.0,Good,Akersberga,Sweden,59.4833,18.3
Democratic Republic of the Congo,Aketi,66.0,Moderate,3.0,Good,8.0,Good,0.0,Good,66.0,Moderate,Aketi,Congo (Kinshasa),2.7333,23.75
Greece,Akharnai,66.0,Moderate,1.0,Good,44.0,Good,3.0,Good,66.0,Moderate,,,,
Turkey,Akhisar,64.0,Moderate,1.0,Good,38.0,Good,1.0,Good,64.0,Moderate,Akhisar,Turkey,38.9239,27.84
Egypt,Akhmim,153.0,Unhealthy,1.0,Good,53.0,Moderate,1.0,Good,153.0,Unhealthy,Akhmim,Egypt,26.5667,31.75
India,Akhnur,115.0,Unhealthy for Sensitive Groups,2.0,Good,115.0,Unhealthy for Sensitive Groups,0.0,Good,97.0,Moderate,Akhnur,India,32.87,74.73
Russian Federation,Akhtubinsk,38.0,Good,1.0,Good,38.0,Good,0.0,Good,3.0,Good,Akhtubinsk,Russia,48.2833,46.1667
Russian Federation,Akhty,74.0,Moderate,1.0,Good,34.0,Good,0.0,Good,74.0,Moderate,Akhty,Russia,41.4647,47.74
Russian Federation,Akhtyrskiy,45.0,Good,1.0,Good,45.0,Good,1.0,Good,28.0,Good,,,,
Japan,Aki,50.0,Good,1.0,Good,43.0,Good,1.0,Good,50.0,Good,Aki,Japan,33.5,133.9
Japan,Akiruno,60.0,Moderate,1.0,Good,43.0,Good,2.0,Good,60.0,Moderate,Akiruno,Japan,35.7289,139.2941
Japan,Akishima,62.0,Moderate,1.0,Good,48.0,Good,1.0,Good,62.0,Moderate,Akishima,Japan,35.7057,139.3535
Japan,Akita,29.0,Good,1.0,Good,29.0,Good,2.0,Good,18.0,Good,Akita,Japan,39.72,140.1026
India,Akividu,116.0,Unhealthy for Sensitive Groups,2.0,Good,52.0,Moderate,1.0,Good,116.0,Unhealthy for Sensitive Groups,Akividu,India,16.5823,81.3811
Tunisia,Akkudah,103.0,Unhealthy for Sensitive Groups,1.0,Good,103.0,Unhealthy for Sensitive Groups,1.0,Good,53.0,Moderate,,,,
India,Aklera,167.0,Unhealthy,1.0,Good,41.0,Good,0.0,Good,167.0,Unhealthy,Aklera,India,24.42,76.57
Japan,Ako,36.0,Good,1.0,Good,36.0,Good,3.0,Good,27.0,Good,,,,
India,Akodia,154.0,Unhealthy,1.0,Good,38.0,Good,0.0,Good,154.0,Unhealthy,,,,
India,Akola,154.0,Unhealthy,1.0,Good,31.0,Good,3.0,Good,154.0,Unhealthy,Akola,India,20.7,77.0
India,Akola,154.0,Unhealthy,1.0,Good,31.0,Good,3.0,Good,154.0,Unhealthy,Akola,India,27.0656,77.8808
Cameroon,Akonolinga,66.0,Moderate,2.0,Good,23.0,Good,0.0,Good,66.0,Moderate,Akonolinga,Cameroon,3.7667,12.25
Pakistan,Akora,182.0,Unhealthy,5.0,Good,51.0,Moderate,8.0,Good,182.0,Unhealthy,Akora,India,26.4721,78.7989
Pakistan,Akora,182.0,Unhealthy,5.0,Good,51.0,Moderate,8.0,Good,182.0,Unhealthy,Akora,Pakistan,34.0006,72.1217
India,Akot,157.0,Unhealthy,2.0,Good,22.0,Good,4.0,Good,157.0,Unhealthy,Akot,India,21.1,77.06
Côte d'Ivoire,Akoupe,61.0,Moderate,1.0,Good,19.0,Good,0.0,Good,61.0,Moderate,,,,
United States of America,Akron,44.0,Good,1.0,Good,44.0,Good,3.0,Good,32.0,Good,Akron,United States,41.0798,-81.5219
Ghana,Akropong,110.0,Unhealthy for Sensitive Groups,3.0,Good,14.0,Good,2.0,Good,110.0,Unhealthy for Sensitive Groups,Akropong,Ghana,5.9742,-0.0881
Turkey,Aksaray,46.0,Good,0.0,Good,46.0,Good,0.0,Good,37.0,Good,Aksaray,Turkey,38.3742,34.0289
Russian Federation,Aksay,38.0,Good,1.0,Good,38.0,Good,2.0,Good,15.0,Good,Aksay,Russia,47.25,39.8667
Russian Federation,Aksay,38.0,Good,1.0,Good,38.0,Good,2.0,Good,15.0,Good,Aksay,Russia,43.3667,46.4333
Russian Federation,Aksay,38.0,Good,1.0,Good,38.0,Good,2.0,Good,15.0,Good,Aksay,Kazakhstan,51.1678,52.995
Turkey,Aksehir,75.0,Moderate,1.0,Good,33.0,Good,0.0,Good,75.0,Moderate,Aksehir,Turkey,38.3575,31.4164
China,Aksu,154.0,Unhealthy,1.0,Good,46.0,Good,0.0,Good,154.0,Unhealthy,Aksu,China,41.185,80.2904
China,Aksu,154.0,Unhealthy,1.0,Good,46.0,Good,0.0,Good,154.0,Unhealthy,Aksu,Turkey,36.95,30.85
Ethiopia,Aksum,74.0,Moderate,1.0,Good,28.0,Good,0.0,Good,74.0,Moderate,Aksum,Ethiopia,14.1208,38.7278
Uzbekistan,Aktash,93.0,Moderate,1.0,Good,45.0,Good,0.0,Good,93.0,Moderate,,,,
Kazakhstan,Aktau,152.0,Unhealthy,1.0,Good,32.0,Good,0.0,Good,152.0,Unhealthy,,,,
Nigeria,Aku,144.0,Unhealthy for Sensitive Groups,8.0,Good,19.0,Good,5.0,Good,144.0,Unhealthy for Sensitive Groups,,,,
Nigeria,Akure,76.0,Moderate,2.0,Good,24.0,Good,1.0,Good,76.0,Moderate,Akure,Nigeria,7.25,5.195
Iceland,Akureyri,23.0,Good,1.0,Good,23.0,Good,0.0,Good,12.0,Good,Akureyri,Iceland,65.6833,-18.1
Ghana,Akwatia,150.0,Unhealthy,4.0,Good,8.0,Good,3.0,Good,150.0,Unhealthy,Akwatia,Ghana,6.05,-0.8
Myanmar,Akyab,145.0,Unhealthy for Sensitive Groups,1.0,Good,46.0,Good,0.0,Good,145.0,Unhealthy for Sensitive Groups,,,,
United States of America,Alabaster,80.0,Moderate,1.0,Good,18.0,Good,10.0,Good,80.0,Moderate,Alabaster,United States,33.2198,-86.8225
Philippines,Alabel,19.0,Good,0.0,Good,16.0,Good,0.0,Good,19.0,Good,Alabel,Philippines,6.1023,125.2868
Turkey,Alaca,40.0,Good,1.0,Good,40.0,Good,0.0,Good,14.0,Good,Alaca,Turkey,40.1683,34.8425
Russian Federation,Alagir,50.0,Good,1.0,Good,36.0,Good,1.0,Good,50.0,Good,Alagir,Russia,43.0333,44.2333
Brazil,Alagoa Grande,43.0,Good,0.0,Good,18.0,Good,2.0,Good,43.0,Good,Alagoa Grande,Brazil,-7.0889,-35.635
Brazil,Alagoinhas,48.0,Good,1.0,Good,10.0,Good,4.0,Good,48.0,Good,Alagoinhas,Brazil,-12.1358,-38.4189
Costa Rica,Alajuela,60.0,Moderate,2.0,Good,1.0,Good,13.0,Good,60.0,Moderate,Alajuela,Costa Rica,10.164,-84.2645
Costa Rica,Alajuelita,58.0,Moderate,2.0,Good,3.0,Good,12.0,Good,58.0,Moderate,Alajuelita,Costa Rica,9.9035,-84.0996
United States of America,Alameda,67.0,Moderate,1.0,Good,22.0,Good,18.0,Good,67.0,Moderate,Alameda,United States,37.7668,-122.267
Philippines,Alaminos,42.0,Good,0.0,Good,25.0,Good,1.0,Good,42.0,Good,Alaminos,Philippines,16.1553,119.9808
Philippines,Alaminos,42.0,Good,0.0,Good,25.0,Good,1.0,Good,42.0,Good,Alaminos,Philippines,14.0635,121.2451
United States of America,Alamo,106.0,Unhealthy for Sensitive Groups,2.0,Good,14.0,Good,4.0,Good,106.0,Unhealthy for Sensitive Groups,Alamo,Mexico,20.9167,-97.675
United States of America,Alamo,106.0,Unhealthy for Sensitive Groups,2.0,Good,14.0,Good,4.0,Good,106.0,Unhealthy for Sensitive Groups,Alamo,United States,37.8548,-122.0136
United States of America,Alamo,106.0,Unhealthy for Sensitive Groups,2.0,Good,14.0,Good,4.0,Good,106.0,Unhealthy for Sensitive Groups,Alamo,United States,26.181,-98.1177
United States of America,Alamogordo,78.0,Moderate,1.0,Good,31.0,Good,0.0,Good,78.0,Moderate,Alamogordo,United States,32.8837,-105.9625
India,Alampur,119.0,Unhealthy for Sensitive Groups,2.0,Good,38.0,Good,5.0,Good,119.0,Unhealthy for Sensitive Groups,Alampur,India,15.8793,78.1334
India,Alampur,119.0,Unhealthy for Sensitive Groups,2.0,Good,38.0,Good,5.0,Good,119.0,Unhealthy for Sensitive Groups,Alampur,India,24.8721,83.8829
India,Alampur,119.0,Unhealthy for Sensitive Groups,2.0,Good,38.0,Good,5.0,Good,119.0,Unhealthy for Sensitive Groups,Alampur,India,26.0251,78.797
India,Aland,161.0,Unhealthy,2.0,Good,32.0,Good,3.0,Good,161.0,Unhealthy,Aland,India,17.5642,76.5685
India,Alandi,121.0,Unhealthy for Sensitive Groups,0.0,Good,24.0,Good,0.0,Good,121.0,Unhealthy for Sensitive Groups,,,,
India,Alandur,115.0,Unhealthy for Sensitive Groups,3.0,Good,36.0,Good,5.0,Good,115.0,Unhealthy for Sensitive Groups,,,,
India,Alanganallur,139.0,Unhealthy for Sensitive Groups,3.0,Good,13.0,Good,9.0,Good,139.0,Unhealthy for Sensitive Groups,Alanganallur,India,10.047,78.0903
India,Alangayam,70.0,Moderate,0.0,Good,29.0,Good,0.0,Good,70.0,Moderate,Alangayam,India,12.6223,78.7521
India,Alangudi,71.0,Moderate,1.0,Good,45.0,Good,1.0,Good,71.0,Moderate,Alangudi,India,10.3604,78.9779
India,Alangulam,57.0,Moderate,0.0,Good,24.0,Good,0.0,Good,57.0,Moderate,Alangulam,India,8.864,77.4994
Turkey,Alanya,42.0,Good,1.0,Good,42.0,Good,0.0,Good,22.0,Good,Alanya,Turkey,36.55,32.0
India,Alappuzha,76.0,Moderate,1.0,Good,24.0,Good,0.0,Good,76.0,Moderate,,,,
India,Alapur,167.0,Unhealthy,3.0,Good,164.0,Unhealthy,3.0,Good,167.0,Unhealthy,,,,
Turkey,Alasehir,82.0,Moderate,1.0,Good,44.0,Good,0.0,Good,82.0,Moderate,Alasehir,Turkey,38.35,28.5167
Iran (Islamic Republic of),Alashtar,60.0,Moderate,1.0,Good,51.0,Moderate,0.0,Good,60.0,Moderate,,,,
Italy,Alassio,56.0,Moderate,1.0,Good,35.0,Good,3.0,Good,56.0,Moderate,Alassio,Italy,44.0,8.1667
Italy,Alatri,64.0,Moderate,1.0,Good,64.0,Moderate,0.0,Good,48.0,Good,Alatri,Italy,41.725,13.3417
Ecuador,Alausi,40.0,Good,1.0,Good,3.0,Good,2.0,Good,40.0,Good,Alausi,Ecuador,-2.19,-78.85
Armenia,Alaverdi,53.0,Moderate,1.0,Good,31.0,Good,0.0,Good,53.0,Moderate,Alaverdi,Armenia,41.1333,44.65
Italy,Alba,65.0,Moderate,1.0,Good,64.0,Moderate,0.0,Good,65.0,Moderate,Alba,Italy,44.7,8.0333
Romania,Alba Iulia,62.0,Moderate,1.0,Good,35.0,Good,0.0,Good,62.0,Moderate,Alba Iulia,Romania,46.0669,23.57
Spain,Albacete,40.0,Good,1.0,Good,27.0,Good,1.0,Good,40.0,Good,Albacete,Spain,38.9956,-1.8558
Spain,Albal,34.0,Good,0.0,Good,34.0,Good,0.0,Good,19.0,Good,Albal,Spain,39.3972,-0.4156
Italy,Albano Laziale,77.0,Moderate,1.0,Good,77.0,Moderate,0.0,Good,31.0,Good,Albano Laziale,Italy,41.7333,12.6667
United States of America,Albany,41.0,Good,1.0,Good,15.0,Good,8.0,Good,41.0,Good,Albany,United States,31.5776,-84.1762
United States of America,Albany,41.0,Good,1.0,Good,15.0,Good,8.0,Good,41.0,Good,Albany,United States,44.6272,-123.0965
United States of America,Albany,41.0,Good,1.0,Good,15.0,Good,8.0,Good,41.0,Good,Albany,Australia,-35.0228,117.8814
United States of America,Albany,41.0,Good,1.0,Good,15.0,Good,8.0,Good,41.0,Good,Albany,United States,42.6664,-73.7987
United States of America,Albany,41.0,Good,1.0,Good,15.0,Good,8.0,Good,41.0,Good,Albany,United States,37.8897,-122.3018
United States of America,Albemarle,77.0,Moderate,2.0,Good,34.0,Good,6.0,Good,77.0,Moderate,Albemarle,United States,35.3594,-80.1915
Italy,Albenga,74.0,Moderate,1.0,Good,45.0,Good,1.0,Good,74.0,Moderate,Albenga,Italy,44.05,8.2167
Italy,Alberobello,49.0,Good,1.0,Good,49.0,Good,2.0,Good,25.0,Good,Alberobello,Italy,40.7833,17.2333
France,Albert,51.0,Moderate,1.0,Good,22.0,Good,4.0,Good,51.0,Moderate,Albert,France,50.0028,2.6528
United States of America,Albert Lea,42.0,Good,1.0,Good,42.0,Good,1.0,Good,42.0,Good,Albert Lea,United States,43.6548,-93.3643
